trip_id,service_id,route_id,trip_headsign,direction_id,block_id
"1","20","0006","6 | Saint-Jacques Morinais","0","1012124"
"10038","27","0002","2 | Grand Quartier","1","1045933"
"10039","20","0002","2 | Grand Quartier","1","1011938"
"1004","21","0011","11 | ZI Ouest","0","1004915"
"10040","21","0002","2 | Grand Quartier","1","1004871"
"10041","22","0002","2 | Grand Quartier","1","1012172"
"10042","23","0002","2 | Grand Quartier","1","1012682"
"10043","25","0002","2 | Grand Quartier","1","1054036"
"10044","27","0002","2 | Grand Quartier","1","1045938"
"10045","20","0002","2 | Grand Quartier","1","1011940"
"10046","21","0002","2 | Grand Quartier","1","1004873"
"10047","22","0002","2 | Grand Quartier","1","1012174"
"10048","23","0002","2 | Grand Quartier","1","1012684"
"10049","25","0002","2 | Grand Quartier","1","1054038"
"1005","22","0011","11 | ZI Ouest","0","1012216"
"10050","27","0002","2 | Grand Quartier","1","1045940"
"10051","20","0002","2 | Grand Quartier","1","1011931"
"10052","21","0002","2 | Grand Quartier","1","1004863"
"10053","22","0002","2 | Grand Quartier","1","1012165"
"10054","23","0002","2 | Grand Quartier","1","1012675"
"10055","25","0002","2 | Grand Quartier","1","1054029"
"10056","27","0002","2 | Grand Quartier","1","1045931"
"10057","20","0002","2 | Grand Quartier","1","1011934"
"10058","21","0002","2 | Grand Quartier","1","1004866"
"10059","22","0002","2 | Grand Quartier","1","1012168"
"1006","23","0011","11 | ZI Ouest","0","1012726"
"10060","23","0002","2 | Grand Quartier","1","1012678"
"10061","25","0002","2 | Grand Quartier","1","1054032"
"10062","27","0002","2 | Grand Quartier","1","1045934"
